   30: TEK: ea044f61XXXXXXXXXXXXXXXXXXXXXXXX, Transmission Risk Level: 8, Validity: 2021-06-24 00:00:00 UTC - 2021-06-25 00:00:00 UTC (2707488, 144), Report Type: CONFIRMED_TEST, Days since onset of symptoms: 2
   31: TEK: ef8c66f7XXXXXXXXXXXXXXXXXXXXXXXX, Transmission Risk Level: 2, Validity: 2021-06-17 00:00:00 UTC - 2021-06-18 00:00:00 UTC (2706480, 144), Report Type: RECURSIVE, Days since onset of symptoms: 2
   32: TEK: f64b555bXXXXXXXXXXXXXXXXXXXXXXXX, Transmission Risk Level: 1, Validity: 2021-06-13 00:00:00 UTC - 2021-06-14 00:00:00 UTC (2705904, 144), Report Type: RECURSIVE, Days since onset of symptoms: 1
   33: TEK: fec6d364XXXXXXXXXXXXXXXXXXXXXXXX, Transmission Risk Level: 8, Validity: 2021-06-22 00:00:00 UTC - 2021-06-23 00:00:00 UTC (2707200, 144), Report Type: CONFIRMED_TEST, Days since onset of symptoms: 2

Revised Diagnosis Keys:
(none)


Parsing the Diagnosis Key list...
Length: 33 keys (33 without padding)
Number of keys per TRL:
Date:          1   2   3   4   5   6   7   8   Sum:
2021-06-24:    0   0   0   0   0   0   0   8    8
2021-06-23:    0   0   0   0   0   0   0   3    3
2021-06-22:    0   0   0   0   0   0   0   2    2
2021-06-21:    0   0   0   0   0   0   0   2    2
2021-06-20:    0   0   0   0   0   0   2   0    2
2021-06-19:    0   0   0   0   0   2   0   0    2
2021-06-18:    0   0   0   2   0   0   0   0    2
2021-06-17:    0   2   0   0   0   0   0   0    2
2021-06-16:    2   0   0   0   0   0   0   0    2
2021-06-15:    2   0   0   0   0   0   0   0    2
2021-06-14:    2   0   0   0   0   0   0   0    2
2021-06-13:    2   0   0   0   0   0   0   0    2
2021-06-12:    2   0   0   0   0   0   0   0    2
Total:        10   2   0   2   0   2   2  15   33

Pre-V1.5 user count:  2
Post-V1.5 user count: 8
